name, lng, lat
El Emam Mohamed Abdou School, 31.250353, 29.875048
El Emam Mohamed Metwally El Shaarawy Preparatory School For Boys, 31.1806999, 30.4716701
El Emam Mohamed Metwally El Shaarawy Primary School, 31.3679771, 31.0393138
El Emam Nassef Secondary School For Girls, 31.635468, 31.208354
El Eman Primary Mixed School, 31.1806637, 27.2006888
El Eman Primary School, 30.1350125, 31.1320679
El Eman Primary School, 32.5290718, 29.981412
El Eman School, 31.1645412, 29.9937403
El Engileya Preparatory School For Girls, 30.756818, 28.095644
El Entelaq Secondary Mixed School, 29.8461359, 31.0718754
El Entesar Primary School, 31.49118, 31.105893
El Eqbal Schools Complex, 29.974549, 31.170901
El Eskandarany Elementary Mixed School, 29.911027, 31.191064
El Eslah Mixed School, 30.0345195, 31.2592013
El Eslah Primary School, 31.685654, 31.371795
El Esraa Preparatory School For Girls, 31.2545372, 29.9643529
El Esteqlal Primary School, 29.9044879, 31.1906335
El Ethad El Kawmy Primary School For Boys, 31.2532817, 30.0774431
El Ethad El Qawmy Preparatory School, 31.2370436, 30.0501995
El Ethad El Watany Preparatory School For Boys, 31.232331, 30.06648
El Ethad Preparatory School For Girls, 31.222576, 30.085193
El Ethad Primary School, 31.31839, 30.62448
El Ethad Primary School, 29.926275, 31.198878
El Ethad Primary School, 31.22212, 30.085248
El Ethad School, 31.501729, 30.638032
El Ethad School, 31.756572, 31.106826
El Ezza Preparatory Mixed School, 29.8540806, 30.9433302
El Ezza Primary School, 29.8558133, 30.9441262
El Fadila Primary School, 29.964592, 31.22455
El Fadila Private Schools, 31.138687, 30.124621
El Fagr El Gadid Primary School, 31.2169755, 30.0906107
El Falaky Preparatory School, 31.239042, 30.043102
El Falouga Primary School, 29.9830472, 31.2266225
El Fanar Primary School, 29.9371518, 30.9868146
El Fanar Primary School, 29.8761099, 31.2027214
El Fanar Primary School For Boys, 31.8371, 31.503282
El Fardous Primary Mixed School, 29.908867, 31.193325
El Fariq Saad El Din Sherif Secondary Mixed School, 31.282401, 30.640627
El Farma Primary School, 32.29968, 31.2611823
El Farouq Omar Ibn El Khattab Primary School, 31.815062, 31.409624
El Farouq Omar Ibn El Khattab Secondary School For Boys, 32.2812544, 30.6126315
El Farouq Omar Preparatory School For Boys, 31.2533193, 30.0606384
El Farouq Omar Primary School, 32.28076, 30.612915
El Farouq Omar Primary School, 31.213961, 29.999507
El Farouq Omar Schools, 31.310536, 30.162174
El Farouq Omar Secondary Mixed School, 31.181291, 30.0698
El Farouq Preparatory School For Girls, 30.001631, 31.262443
El Fateh Primary School, 32.2824481, 31.2692548
El Fath Preparatory Mixed School, 28.979874, 25.48329
El Fath Primary School, 31.280449, 30.080268
El Fath Primary School, 31.2066516, 30.0095188
El Fath Primary School, 32.258541, 30.585809
El Fath School, 32.2247243, 30.9798259
El Fath School, 31.5200329, 30.8670152
El Fawzeya Preparatory School For Girls, 29.8971891, 31.1770962
El Fayoum Preparatory Modern School For Boys, 30.845315, 29.306193
El Fayrouz Preparatory School For Girls, 31.2570905, 29.9564612
El Forsan Primary School, 29.849923, 30.851123
El Fostat Primary School, 31.2370182, 30.01181
El Fostat Secondary School For Boys, 31.2281495, 30.011299
El Fotouh El Islameya Primary School, 29.7700202, 31.0973119
El Gabalain School, 32.489759, 25.486815
El Gabalayat Preparatory School For Boys, 32.544048, 29.995307
El Gabarty Preparatory School For Boys, 31.254234, 29.967609
El Gabry School, 31.251933, 29.859294
El Galaa Primary Mixed School, 31.175792, 27.182031
El Galaa Primary Mixed School, 32.27082, 30.599281
El Galaa Primary School, 31.296986, 30.729814
El Galaa Primary School, 32.2905578, 31.2639898
El Galaa Primary School, 31.81127, 31.413524
El Galaa School, 29.873734, 31.168842
El Galayla Preparatory School, 31.501054, 30.834865
El Galayla Primary School, 31.5014371, 30.8351621
El Galayla Secondary School, 31.5016839, 30.8347614
El Gamaa El Arabeya Primary School, 29.975496, 31.2420625
El Gamaa El Islameya Preparatory School For Boys, 31.3106033, 30.1026465
El Gamaeya El Khaireya El Islameya School, 31.2503207, 30.0382492
El Gamaeya Preparatory School For Boys, 31.1668382, 30.9798731
El Gamala School, 31.243639, 29.569776
El Gamaleya Primary School, 31.2638605, 30.0513975
El Gamaleya Primary School, 31.2638417, 30.0514161
El Gawahra Primary School, 31.80999, 31.449589
El Gazaer Primary School, 31.31173, 30.1093126
El Gazaer Primary School, 29.8392454, 30.9453362
El Gazaer Primary School, 29.9079367, 31.1834044
El Geel El Gadid Primary School, 29.9676105, 30.9785301
El Geel Primary Mixed School, 31.2419629, 30.0877933
El Gehad Primary Mixed School, 31.216849, 30.090579
El Gehad Primary School, 31.400648, 31.078188
El Gehad Primary School, 31.420393, 26.994952
El Gehad Primary School, 31.002019, 30.794508
El Gehad Primary School, 31.437067, 30.718918
El Gehad Primary School, 31.363027, 30.60268
El Gehad School, 31.235129, 29.501983
El Genina Preparatory School, 31.694017, 31.107432
El Genina Primary School, 31.690675, 31.105733
El Genina Primary School, 31.458602, 30.879958
El Gerby Preparatory School, 31.830997, 31.504311
El Gerby Secondary School, 31.833041, 31.508926
El Gezirah Preparatory School, 31.528431, 31.084409
El Gezirah Primary School, 31.830971, 31.059184
El Ghamry Primary School, 31.292112, 30.671408
El Ghar New School, 31.532414, 30.559619
El Ghar Preparatory School For Boys, 31.534801, 30.559298
El Ghar Preparatory School For Girls, 31.535485, 30.559524
El Gharbaneyat Primary School, 29.4986987, 30.8816429
El Gharby Qamoula Preparatory School, 32.720574, 25.79568
El Gharby Qamoula Primary School, 32.722253, 25.795197
El Gharira Mixed School, 32.469032, 25.503237
El Gharz Primary Mixed School, 32.52503, 25.636729
El Ghawabin Preparatory School, 31.762888, 31.330502
El Ghawabin Primary School, 31.763323, 31.330339
El Ghayaty Preparatory School For Girls, 31.813992, 31.407971
El Gihad Primary School, 31.3106892, 30.1153873
El Giza Preparatory School For Girls, 31.196743, 30.067609
El Gomhoureya Primary Mixed School, 31.2479202, 30.0975504
El Gomhoureya Primary Mixed School, 31.635909, 31.20898
El Gomhoureya Primary School, 31.2571924, 29.9562567
El Gomhoureya Primary School, 31.348876, 30.720645
El Gomrok Primary School, 29.8848385, 31.1934307
El Gorouf School, 32.458951, 25.577034
El Gowaira Primary School, 29.4758087, 30.8684069
El Haboun Primary School, 29.4657772, 30.8596498
El Hadaeq Elementary School, 29.913464, 31.185711
El Hadaeq Preparatory School For Boys, 30.1250535, 31.1417195
El Hadara Preparatory School, 29.8759248, 31.0156841
El Hadara Preparatory School For Girls, 29.930441, 31.196071
El Hadara Primary School, 29.912521, 31.037261
El Hadid & El Solb Preparatory School For Boys, 31.302425, 29.789658
El Hadid & El Solb Secondary School For Girls, 31.302135, 29.784492
El Hadidy & El Nady Preparatory School For Girls, 32.2861818, 31.2519305
El Hadidy Primary School, 31.715807, 31.331744
El Hadith Preparatory School For Girls, 30.458875, 31.036085
El Hadra Preparatory School For Boys, 29.930298, 31.196228
El Hadra Primary School, 29.9299764, 31.19582
El Hagayza Preparatory School, 31.588397, 30.847071
El Hagayza Primary School, 31.589052, 30.847948
El Hagayza Primary School, 32.2234637, 31.072715
El Hagby Primary School, 31.265786, 30.733241
El Hager Primary School, 30.912821, 30.2825878
El Haj Hussein Hammad Secondary School For Girls, 31.591948, 31.093358
El Haj Omran Primary School, 31.629538, 31.088856
El Haj Sayed El Bayoumi Secondary School, 31.723457, 31.070784
El Haja Aziza El Sayed Primary School, 31.529265, 30.886069
El Hakemeya Primary School, 31.328563, 30.619101
El Halila Preparatory School, 32.585342, 25.294041
El Hamidat Sharq School, 32.573583, 25.395773
El Hamideya Preparatory School, 31.724345, 31.15216
El Hammam Secondary School For Boys, 29.369551, 30.844283
El Hamraa Preparatory School For Girls, 31.1969554, 27.1794135
El Hamraa Preparatory Vocational School For Girls, 31.1951369, 27.183169
El Hanafy Primary School For Girls, 31.2437872, 30.0349316
El Haram Preparatory School For Girls, 31.2003994, 30.0094118
El Haram Secondary School For Girls, 31.154099, 29.992905
El Haramain Secondary School For Girls, 30.016097, 31.279218
El Haramsha Primary School, 32.683365, 25.76378
El Hasaya Secondary Mixed School, 32.86209, 24.875302
El Hasayna Preparatory School, 31.501933, 30.908977
El Hasayna Primary School, 31.50089, 30.908636
El Hashimeya Preparatory School For Boys, 31.2476035, 30.0838487
El Hassan Ibn Aly Preparatory Mixed School, 29.8425847, 31.0162927
El Hassan Ibn El Haitham Primary School, 29.8061523, 31.0091504
El Haswa Primary School, 31.57203, 30.889014
El Hawal Technical School For Girls, 31.465514, 30.885726
El Hawamdeya Preparatory Mixed School, 31.267202, 29.896508
El Hawamdeya Preparatory School For Girls, 31.273425, 29.894731
El Hawamdeya Primary School, 31.265067, 29.892983
El Hawareya Primary School, 29.6762542, 30.9614872
El Hawwal Preparatory School For Girls, 31.463353, 30.888224
El Hawwal Primary Mixed School, 31.465024, 30.88636
El Hawza Primary Mixed School, 32.47182, 25.625677
El Hedaya Primary School, 31.286402, 30.638484
El Hekma Primary Mixed School, 31.2375265, 30.0852973
El Hekma Secondary School For Girls, 30.9926569, 30.7788356
El Helmeya El Gadida School, 31.2494543, 30.0362755
El Helmeya Secondary School For Girls, 31.249344, 30.035885
El Hennawy Preparatory School For Boys, 31.511976, 30.582214
El Hennawy Preparatory School For Girls, 31.51112, 30.582228
El Hennawy School, 31.512045, 30.582047
El Hobail Preparatory School, 32.657236, 25.646672
El Hobail Primary Mixed School, 32.656844, 25.64679
El Hoda Primary School, 31.828857, 31.466785
El Holla Preparatory School, 32.579412, 25.282869
El Holla Secondary Mixed School, 32.579412, 25.282869
El Horreya El Gadida Primary School, 30.0750518, 30.8888776
El Horreya Preparatory School, 31.2409973, 30.0588465
El Horreya Preparatory School, 31.750531, 31.124268
El Horreya Preparatory School For Boys, 31.327425, 30.119575
El Horreya Preparatory School For Girls, 32.547667, 29.970099
El Horreya Primary Mixed School, 31.178135, 30.974519
El Horreya Primary Mixed School, 31.208374, 29.97045
El Horreya Primary School, 31.328331, 30.118002
El Horreya Primary School, 31.736165, 31.16135
El Horreya Primary School, 32.640502, 25.69313
El Horreya Primary School, 32.731377, 25.771441
El Horreya Primary School, 31.2181771, 30.0826085
El Horreya Primary School, 31.4010588, 31.0562611
El Horreya Primary School, 31.477408, 31.034053
El Horreya Primary School, 32.509521, 25.605027
El Horreya Primary School, 32.501421, 25.593349
El Horreya Primary School, 29.8819247, 30.8765991
El Horreya Primary School, 31.750177, 31.124916
El Horreya Primary School, 31.284747, 30.777513
El Horreya Primary School, 31.509202, 30.596562
El Horreya School, 31.174693, 30.016471
El Horreya Secondary School For Girls, 31.508543, 30.588591
El Hosaneya New Primary School, 31.500753, 30.577741
El Hosaneya Preparatory School For Boys, 31.500552, 30.577508
El Hosaneya Preparatory School For Girls, 31.500635, 30.577593
El Hourany School, 31.739041, 31.379013
El Hoyaty Secondary School For Girls, 31.2379771, 30.0423213
El Hussein Ibn Aly Preparatory School For Boys, 29.8425774, 31.0163391
El Hussein Ibn Aly Primary School, 29.7976228, 31.0168685
El Hussein Ibn Aly Primary School, 30.976541, 30.29335
El Hussein Preparatory School For Boys, 31.2630263, 30.0490027
El Hussein Primary School, 30.460884, 31.038177
El Husseinat Primary School, 32.556683, 25.583041
El Husseineya Preparatory Mixed School, 31.017255, 30.551304
El Husseineya Preparatory School For Boys, 31.278, 30.0687
El Husseineya Preparatory School For Boys, 30.008855, 31.172383
El Husseineya Preparatory School For Girls, 31.914257, 30.860408
El Husseineya Primary School, 31.663418, 31.366422
El Husseineya Secondary School For Boys, 31.274476, 30.065631
El Husseineya Secondary School For Girls, 31.914607, 30.858782
El Husseiny Abdel Malek 1 Primary School, 31.427411, 31.09853
El Husseiny Abdel Malek 2 Primary School, 31.427411, 31.09853
El Husseiny Sultan Preparatory School, 31.758213, 31.391574
El Ibrahimeya El Qebleya School, 31.619972, 31.376979
El Ibrahimeya Marine School, 31.619613, 31.393781
El Ibrahimeya Preparatory School For Girls, 29.936551, 31.211722
El Ibrahimeya Secondary School For Boys, 31.2320387, 30.0343156
El Islam Primary Mixed School, 29.872711, 31.160959
El Ismaileya School, 31.68538, 31.371882
El Ismaileya Secondary School For Boys, 32.2900615, 30.6117301
El Ismaileya Secondary School For Girls, 32.267798, 30.58873
El Juhainat Preparatory School, 32.509301, 25.308698
El Kab School, 32.3096192, 30.9500082
El Kabbari Preparatory School For Girls, 29.882075, 31.173592
El Kafrawy Preparatory School, 31.685514, 31.443813
El Kamal Mixed School, 31.277596, 29.9403834
El Kamal Primary Model School, 31.3149621, 30.0910654
El Kamal Primary School, 31.257796, 30.042922
El Kamal Primary School, 31.435377, 31.164061
El Karama Primary School, 31.261231, 30.715944
El Karama Secondary School For Girls, 31.182053, 30.052222
El Karnak Preparatory School For Boys, 32.659096, 25.724961
El Karnak Primary Mixed School, 31.1837264, 30.0149756
El Karnak Primary School, 32.658754, 25.72449
El Kasr Preparatory Mixed School, 28.854791, 28.343433
El Kasr Primary Mixed School, 28.855274, 28.344141
El Kawakeb Primary School, 31.320996, 30.094695
El Kawthar Primary Mixed School, 34.121845, 31.215288
El Khabiry Preparatory School For Girls, 31.2548724, 29.9637661
El Khaireya Islamic Preparatory School For Boys, 31.097155, 29.073354
El Khaledin Primary School, 29.92885, 31.198449
El Khaledin School, 29.8562479, 31.0069212
El Khalifa El Maamoun Primary School, 31.313111, 30.715146
El Khalifa El Maamoun School, 32.5444973, 29.9852942
El Khalileya Primary School, 32.5508822, 29.9720638
El Khanka Secondary School For Girls, 31.360473, 30.224055
El Khansaa Preparatory School For Girls, 29.944062, 31.211885
El Khansaa Primary School, 32.266953, 31.2696767
El Khansaa Secondary School For Girls, 31.406801, 30.169103
El Khawaled Primary School, 32.489555, 25.539449
El Khayareya Primary School, 31.4193, 31.084473
El Khayyat Preparatory School For Girls, 31.185658, 27.1771122
El Khayyat Secondary School For Girls, 31.185652, 27.177113
El Khayyata School, 31.819561, 31.461761
El Khazendar Primary School, 31.2514632, 30.0521497
El Khedaiweya Secondary School For Boys, 31.249788, 30.037106
El Khedaiwy Ismail Secondary School For Boys, 31.238795, 30.035602
El Khodairy Preparatory School, 31.780363, 31.211962
El Khodairy Primary School, 31.779113, 31.215178
El Kholafaa El Rashedin Preparatory Boys School, 32.322781, 31.246708
El Kholafaa El Rashedin Preparatory Mixed School, 32.3025432, 30.6112903
El Kholafaa El Rashedin Preparatory School For Boys, 31.3002449, 29.8897737
El Kholafaa El Rashedin Primary Mixed School, 31.200086, 30.012429
El Kholafaa El Rashedin Primary School, 31.3016664, 29.8898307
El Kholafaa El Rashedin Primary School, 31.42019, 30.170359
El Kholafaa El Rashedin Primary School, 31.320192, 30.764278
El Kholafaa El Rashedin Primary School, 29.929296, 31.191962
El Kholafaa El Rashedin School, 32.525778, 25.43144
El Kholafaa Preparatory School For Boys, 31.311704, 30.089629
El Kholafaa Primary Mixed School, 31.382809, 26.966297
El Khotabaa El Gadida Primary School, 32.650522, 25.683775
El Kobba El Fedaweya Primary School, 31.2801817, 30.0685264
El Kohail Preparatory School, 31.732598, 31.382814
El Kohail Primary School, 31.732724, 31.383109
El Koramaa School, 31.610675, 31.060402
El Kordy Preparatory School, 31.764251, 31.174046
El Kordy Primary School, 31.764457, 31.173824
El Kordy School For Primary Education, 31.768622, 31.162972
El Kordy Secondary Mixed School, 31.764634, 31.164513
El Koum El Ahmar & Youssef El Sebaey Primary School, 31.1703505, 30.1129814
El Koum El Ahmar Primary School, 32.500718, 25.439782
El Koum El Akhdar Primary Ideal Mixed School, 31.157012, 29.991306
El Labban Preparatory School, 29.890317, 31.190496
El Lesht School, 31.250063, 29.56672
El Lewaa Amin El Sherif Profession School, 31.2517502, 30.0436589
El Lewaa Ibrahim Radwan Primary School, 31.864981, 31.174394
El Lewaa Mohamed Abdel Halim Preparatory Mixed School, 31.193962, 27.169599
El Lewaa Mohamed Fawzy Moaz Preparatory School For Girls, 29.933486, 31.20617
El Lewaa Mohamed Naguib Preparatory School For Boys, 31.2170693, 30.0733293
El Lewaa Saad El Sherbiny Preparatory School, 31.65704, 31.184113
El Lewaa Saad El Sherbiny Primary School, 31.625264, 31.168458
El Lewaa Samy Asaad Primary School, 31.648979, 30.541477
El Louzy Preparatory School, 31.710247, 31.368813
El Louzy Secondary School For Girls, 31.8114442, 31.4132382
El Maadi El Gadida Preparatory School, 31.2611112, 29.9584645
El Maadi El Gadida Preparatory School For Boys, 31.2668819, 29.972611
El Maadi El Khabiry School, 31.2545451, 29.9637383
El Maadi El Sharqeya Primary School, 31.257085, 29.963313
El Maadi Preparatory School For Boys, 31.258314, 29.962222
El Maadi Secondary School For Boys, 31.2543061, 29.9666487
El Maadi Secondary School For Girls, 31.257028, 29.955742
El Maahad El Elmy Preparatory School For Boys, 31.246106, 30.023934
El Maalla School, 32.519247, 25.474031
El Maamal Preparatory School For Girls, 32.5675625, 29.9441979
El Maamoun Hoteling Secondary School, 31.27921, 30.067992
El Maamoureya Primary School, 31.623293, 31.362872
El Maaref El Masreya Primary School, 31.262047, 30.070678
El Maaref Primary School, 29.9726986, 31.2403989
El Maasara El Bahareya Primary School, 31.2952235, 29.9125605
El Maasara El Balad Primary School, 31.2865574, 29.9054168
El Maasara El Mahatta Primary School, 31.3014352, 29.9050323
El Maasara Preparatory School For Boys, 31.3060808, 29.902949
El Maasara Secondary School For Girls, 31.302049, 29.909394
El Madamoud Primary School, 32.725812, 25.727004
El Madbouly Primary School, 31.809437, 31.424438
El Madina El Gamaeya Primary Mixed School, 31.207628, 30.035267
El Madina El Monawara Primary School, 32.278304, 31.2524657
El Mafrouza Primary Mixed School, 29.876338, 31.1748657
El Mahaba Preparatory School For Girls, 31.258083, 30.0640221
El Mahalla El Kobra Preparatory School For Boys, 31.1794326, 30.9760959
El Mahalla El Raqya Primary School, 31.1742049, 30.9824383
El Mahamid Bahary Preparatory School, 32.461646, 25.55617
El Mahamid Bahary Primary School, 32.461284, 25.55821
El Mahasna Preparatory School, 31.755914, 31.068705
El Mahasna Primary School, 31.756126, 31.068852
El Mahatta Primary School, 32.0945182, 26.1183077
El Mahidat Primary School, 32.481528, 25.564063
El Mahmasa Secondary Mixed School, 32.038321, 30.557109
El Mahmoudeya Primary School, 31.706151, 31.075602
El Mahmoudeya Secondary School For Boys, 29.919055, 31.195123
El Mahrousa Primary School, 29.9848517, 31.2310844
El Makhzan Preparatory School, 31.4523902, 30.9482979
El Makhzan Primary School, 31.4521971, 30.9495125
El Makmoura Modern Preparatory School, 30.1164141, 31.151549
El Makrezy Primary School, 31.3009, 30.0869
El Malek El Kamel Secondary School For Boys, 31.4025132, 31.0543735
El Malek El Saleh Preparatory For Boys, 31.400482, 31.055255
El Malek El Saleh Primary School, 31.2233621, 30.0130159
El Malek El Saleh Secondary School, 31.2304348, 30.0172377
El Malek Fahd Primary School For Boys, 31.3434255, 30.046717
El Malek Fahd Secondary School For Boys, 31.344037, 30.04724
El Malek Faisal El Gadida Primary School, 32.516162, 29.989569
El Malek Faisal El Qadima Primary School, 32.5160645, 29.9895537
El Malek Faisal Preparatory School For Boys, 31.465353, 30.877564
El Malek Faisal Preparatory School For Girls, 32.2656561, 31.2677005
El Malek Faisal Preparatory School For Girls, 31.461301, 30.879357
El Malek Mina School, 29.958145, 31.1988417
El Mallaha Primary School, 32.694814, 25.7803
El Mallaha School, 31.561823, 30.520536
El Mamourah Primary Mixed School, 30.0532669, 31.296237
El Manakh Primary School, 32.2798275, 31.2723321
El Manal Primary School, 31.140511, 30.126746
El Manar Secondry School For Boys, 31.2169, 30.083875
El Manawat Preparatory Mixed School, 31.25422, 29.932488
El Mandara El Qebleya El Gadida Primary School, 30.0183632, 31.2684685
El Mandara Elementary School, 30.018422, 31.268835
El Mania Preparatory School, 31.819898, 31.41108
El Manial Preparatory School, 31.384829, 31.116066
El Manial Preparatory School For Girls, 31.223462, 30.02226
El Manial Primary School, 31.385376, 31.116663
El Mannar Preparatory School For Girls, 31.220184, 30.082227
El Mansheya El Bahareya School, 30.0255469, 31.2504171
El Mansheya Primary Mixed School, 32.715625, 26.162126
El Mansheya Primary School, 29.8907224, 31.1985817
El Mansoura Modern Preparatory School For Boys, 31.3674607, 31.0398814
El Mansoura Preparatory School For Girls, 31.3899216, 31.0492539
El Mansoura School For Boys, 31.390113, 31.047212
El Mansoura Secondary School For Girls, 31.3902864, 31.0495388
El Manzala Preparatory School For Boys, 31.926891, 31.162707
El Marazeeq Preparatory School, 31.266918, 29.813857
El Marazeeq School, 31.259091, 29.814183
El Marg Preparatory School For Girls, 31.341655, 30.150875
El Marg Secondary School For Girls, 31.3413404, 30.1520795
El Marsad Preparatory School For Girls, 29.890795, 31.198562
El Marsah & El Khashashna Preparatory School, 31.567991, 31.080853
El Marwa Preparatory School For Girls, 32.2634098, 31.2538268
El Marwa Primary School, 33.618293, 28.264095
El Marwa Primary School, 29.895384, 31.1796331
El Masanda Primary School, 31.2662235, 29.6302548
El Masaweya Preparatory Mixed School, 32.573165, 25.250688
El Masaweya Primary Mixed School, 32.572666, 25.25375
El Masged El Aqsa School, 32.2588554, 31.2684113
El Mashad Primary Mixed School, 30.9526, 30.981172
El Mashroua El Gadid Primary School, 31.571746, 31.416724
El Maslameya Preparatory School, 31.523311, 30.523702
El Maslameya Primary School, 31.523311, 30.523702
El Masnaa New Primary School, 30.1148216, 31.1467102
El Masreya Preparatory School For Girls, 31.214229, 30.009336
El Mataana Primary Mixed School, 32.560134, 25.376802
El Matania School, 31.253394, 29.572361
El Matar Primary School, 29.9576622, 31.1981626
El Matareya Secondary School For Boys, 31.3103431, 30.1259434
El Max Preparatory School For Boys, 29.8385346, 31.1472038
El Max Preparatory School For Girls, 29.8364962, 31.146219
El May New Preparatory School, 30.9738734, 30.540128
El Menia El Haditha Preparatory School For Girls, 30.752018, 28.103363
El Menia Preparatory School For Boys, 30.751762, 28.104621
El Menia Secondary Military School For Boys, 30.75342, 28.105331
El Menia Secondary School For Girls, 30.760133, 28.096845
El Menshawy Preparatory School For Girls, 31.000987, 30.789165
El Mesairy School, 31.748804, 31.169335
El Mesalla Preparatory School For Girls, 31.308835, 30.13002
El Metwa Primary School, 31.450196, 30.954424
El Midan Primary School, 29.88653, 31.2011752
El Minaa El Gadida School, 31.793334, 31.429872
El Minaa El Sharqy Primary School, 29.8809886, 31.2082995
El Minaa Mixed Secondary School, 33.8394194, 27.2304798
El Mithaq Primary School, 29.627391, 30.944553
El Moalemeen City Primary Mixed School, 31.194059, 27.169406
El Moassasa El Gadida Secondary School For Girls, 31.285441, 30.08501
El Mobtadaian Secondary School, 31.238719, 30.03433
El Moez Ledin Allah Primary School, 31.335434, 30.647729
El Mohamadeya Preparatory School For Boys, 31.2503475, 30.0387274
El Mohamadeya Preparatory School For Girls, 31.252105, 30.034937
El Mohamadeya Primary School, 29.9813595, 31.246755
El Mohamadeya School, 31.618009, 31.364814
El Mohamedeya Primary School, 31.2005796, 30.0097428
El Mohandes Aly Soliman Primary School, 32.2700376, 31.2727946
El Mohandes Mohamed Hassan Dorra School, 31.820263, 31.422113
El Mohandes Othman Ahmed Othman School, 32.2901702, 30.600708
El Mohandes Sedqy Soliman Secondary School For Boys, 31.3742142, 30.054411
El Mohandeseen Preparatory School For Boys, 31.194642, 30.047694
El Moneeb Primary Mixed School, 31.209991, 29.979379
El Monira El Gadida Primary Mixed School, 31.239983, 30.03544
El Monira New School, 31.212898, 30.087606
El Monira Preparatory School For Girls, 31.236695, 30.0351446
El Monira Secondary School For Girls, 31.2346002, 30.0320601
El Montazah Preparatory School For Girls, 31.805667, 31.426165
El Montazah Primary School, 31.806139, 31.429377
El Montazah Secondary School For Girls, 30.058299, 31.3027328
El Moqataa Preparatory School, 31.559407, 30.892663
El Moqataa Primary School, 31.560851, 30.891412
El Moqataa Secondary Mixed School, 31.560327, 30.892134
El Moqataa Secondary Technical School, 31.548335, 30.898367
El Morqoseya Secondary School For Boys, 29.898956, 31.198525
El Mostakbal Preparatory School For Girls, 31.216729, 30.082807
El Mostaqbal El Araby Primary School, 31.301279, 30.092585
El Mostaqbal Preparatory School, 31.243089, 29.800135
El Mostaqbal Preparatory School For Girls, 31.310868, 30.126402
El Mostaqbal Preparatory School For Girls, 32.5085932, 29.9942067
El Mostaqbal School, 31.681094, 31.433991
El Mostaqbal School For Primary Education, 30.93411, 29.920237
El Mostashar Aly Abdullah School, 31.383498, 30.635272
El Mostashar El Sayed Aly El Sayed Preparatory School, 31.671095, 31.119327
El Mostashar Mahmoud Gaafar Preparatory School, 31.570893, 30.831238
El Mostashar Mohamed Abdel Aziz El Zoghby Primary School, 31.63912, 31.089872
El Mostashar Mokhtar Aly Gabr School, 31.523868, 30.898492
El Mostashar Noaman Hassan Heikal Primary School, 31.573699, 30.827085
El Motafaweqin Secondary School For Boys, 31.321938, 30.133066
El Mothalath Primary School, 32.5301179, 29.9834867
El Moushir Abdel Ghany El Gamsy Secondary School For Boys, 30.009984, 31.247833
El Moushir Ahmed Badawy Secondary School For Boys, 29.911667, 31.193935
El Moushir Ahmed Ismail Preparatory School, 31.143795, 29.985647
El Moushir Ahmed Ismail Preparatory School For Girls, 32.3068884, 31.2684043
El Moushir Ahmed Ismail Primary School, 32.559711, 30.11251
El Moushir Ahmed Ismail Secondary Military School For Boys, 32.25986, 30.594343
El Moushir Ahmed Ismail Secondary School, 31.4562875, 30.171417
El Moushir Ahmed Ismail Secondary School For Boys, 31.1871332, 27.175072
El Moushir Mohamed Abdel Ghany El Gamsy Secondary School, 30.9786236, 30.6140812
El Mowasah Primary Mixed School For Boys, 31.2830248, 30.0717796
El Nabawy El Mohandes Preparatory School, 31.685805, 26.563731
El Nabawy El Mohandes Primary School, 30.0156328, 31.2766379
El Nadafeen Preparatory School, 32.491041, 25.546749
El Nadafeen Primary School, 32.49139, 25.546343
El Nagah Modern Preparatory School, 30.6491761, 31.1256531
El Nagah New Preparatory School For Girls, 30.6400698, 31.1343661
El Nagah Primary School, 31.372082, 31.050641
El Nagah Primary School, 31.437115, 30.872508
El Nagdy Preparatory School, 31.53625, 30.614356
El Nagdy School, 31.536437, 30.614628
El Naggareen Primary School, 31.7606, 31.354462
El Nahda El Gadida Preparatory School, 31.676733, 31.04937
El Nahda El Gadida Primary School, 31.65866, 31.065222
El Nahda El Haditha Primary Mixed School, 31.2370705, 30.0817404
El Nahda El Nesaeya Primary Mixed School, 31.241292, 30.071561
El Nahda El Noubeya Preparatory School For Boys, 29.9072313, 31.1870334
El Nahda Modern Primary School, 31.800763, 30.731226
El Nahda Preparatory School, 31.174696, 30.016722
El Nahda Preparatory School For Boys, 31.2462704, 30.01577
El Nahda Preparatory School For Boys, 31.215779, 30.072153
El Nahda Preparatory School For Girls, 29.9291772, 30.9806215
El Nahda Preparatory School For Girls, 31.180926, 27.180764
El Nahda Preparatory School For Girls, 30.851529, 29.308554
El Nahda Primary Modern School, 32.287134, 30.616304
El Nahda Primary School, 32.623883, 25.231088
El Nahda Primary School, 29.9287078, 30.9809527
El Nahda Primary School, 31.317939, 30.626054
El Nahda Primary School, 31.768312, 31.169638
El Nahda Primary School, 31.561049, 30.891074
El Nahda Scientific Primary School, 29.9050775, 31.1832484
El Nahda Secondary Mechanical School For Boys, 31.44396, 30.174466
El Nahda Secondary School For Girls, 31.436163, 30.171913
El Nahda Vocational School For Boys, 31.2350039, 29.9955527
El Nahhal Preparatory School For Girls, 31.507877, 30.58414
El Nahhal School, 31.507944, 30.584202
El Nakhas Preparatory School, 31.425678, 30.620948
El Nasr Preparatory School, 31.350633, 29.840821
El Nasr Preparatory School, 32.64203, 25.663229
El Nasr Preparatory School For Boys, 32.2786774, 31.2689775
El Nasr Preparatory School For Girls, 31.246548, 30.072654
