adm1,name,address,phone,specialized,lat,lng,types
Assiut,اسيوط للصحة النفسية,ش. كوبرى الملك فيصل بجوار مديرية الشئون الصحية,088/9202136,TRUE,27.1858736,31.1677693,Specialised
Assiut,الصحة الانجابية,ش. المحطه,4710810,TRUE,NA,NA,Specialised
Assiut,حميات اسيوط,ش. جسر السلطان - حى السادات,088/2333317,TRUE,27.1747691,31.1882758,Specialised
Assiut,حميات الشامية,ساحل سليم - الشامية,088/2633888,TRUE,NA,NA,Specialised
Assiut,رمد اسيوط,ش. الجمهورية ميدان 6 اكتوبر بجوار مركز التدريب,2322100,TRUE,27.1938071,31.1864314,Specialised
Assiut,صدر اسيوط,ش. كوبرى الملك فيصل بجوار المديرية,2181552,TRUE,27.1946908,31.1766021999999,Specialised
Assiut,مستشفى النساء والولادة,ش. 26 يوليو,2375689,TRUE,NA,NA,Specialised
Luxor,حميات ارمنت,ارمنت الوابورات - المراعزة,095/2620346,TRUE,25.6091597,32.5142739,Specialised
Luxor,حميات الاقصر,قرية الحبيل,095/2324282,TRUE,25.6539443,32.6926675,Specialised
Luxor,رمد اسنا,ش. احمد العربى,095/2510310,TRUE,NA,NA,Specialised
Luxor,صدر اسنا,ش. البحر,095/2510441,TRUE,25.3135566,32.569018,Specialised
Ismailia,حميات الاسماعيلية,امام كوبرى الجلاء,064/3456463,TRUE,30.5810531,32.2560182,Specialised
Ismailia,حميات حلوان,حميات حلوان,25561530,TRUE,30.1790786,31.4508156,Specialised
Ismailia,صدر الاسماعيلية,الاسماعيلية,3327742,TRUE,30.5735698,32.2588598,Specialised
Alexandria,عباس حلمى لعلاج الادمان,طريق اسكندرية مطروح بين البيطاش والهانوفيل,03/3019340,TRUE,31.111646,29.7914337,Specialised
Alexandria,المعموره للصحة النفسية,ش. النبوى المهندس - المعموره,03/5338840,TRUE,31.2699252,30.0255489,Specialised
Alexandria,حميات محرم بك,الحضرة -امبروزو امام سجن الحضرة,4293143,TRUE,31.1953428,29.9233675,Specialised
Alexandria,دار اسماعيل,9 ش. شريف - مينا البصل,03/3612807,TRUE,31.1862402,29.8918494,Specialised
Alexandria,رمد الاسكندرية,ش. وابور المياه امام اكاديمية السادات - محرم بك,3931519,TRUE,31.1973435,29.9166019999999,Specialised
Alexandria,صدر المعمورة,ش. النبوى المهندس - المعمورة,03/5333701,TRUE,31.2671797,30.0269479999999,Specialised
Alexandria,صدر كوم الشقافة,كوم الشقافة - ش. خوفو امام ورش الترام,03/3623208,TRUE,31.1789994,29.8922403,Specialised
Alexandria,مستشفى صلاح العوضى,ش. د. رشاد سويدان - البيطاش,03/3091744,TRUE,31.1172797,29.7927342,Specialised
Red Sea,حميات الغردقة,ش. الحجاز طريق المطار,065/3549188,TRUE,27.2198267,33.8184496,Specialised
Behera,حميات دمنهور,ش. طريق النصر - مجمع المواقف,045/3349254,TRUE,31.0215544,30.4674843,Specialised
Behera,حميات كفر الدوار,المنشيه الجديده - ش. احمد عرابى بجوار مدرسه الصنايع,045/2212181,TRUE,NA,NA,Specialised
Behera,رمد دمنهور,ش. الجمهورية,045/3317959,TRUE,31.0454887,30.4674429,Specialised
Behera,صدر دمنهور,ش. الجمهورية امام كلية التربية,045/3317715,TRUE,31.0515293,30.4613119,Specialised
Behera,مركز فرنكوبازاليا للرعاية النفسية فى المجتمع,مركز الرعاية الصحية بقومبانية ابوقير الخط الوسطانى امام قسم شرطة عرابى,045/2290300,TRUE,NA,NA,Specialised
Giza,حميات امبابة,ش. كورنيش النيل,33112430,TRUE,30.083864,31.225769,Specialised
Giza,رمد الجيزة,530 ش. الاهرام قبل كوبرى عباس,35723148,TRUE,30.0153611999999,31.216557,Specialised
Giza,رمد امبابة,ش. الطيار فكرى زاهر,33118728,TRUE,30.0111019,31.2088447,Specialised
Giza,صدر الجيزة,ش. ترعة الزمر - العمرانية الغربية,35624758,TRUE,29.995458,31.202638,Specialised
Dakahlia,الدميره للصحة النفسية,دميره,050/2625026,TRUE,31.1408686,31.3804787,Specialised
Dakahlia,حميات المنصورة,ش. مستشفى الصدر,050/2245602,TRUE,31.0333744,31.3732542,Specialised
Dakahlia,رمد المنصورة,ش. جيهان بجوار مستشفى الطوارىء,050/2242273,TRUE,31.0441115,31.3649736,Specialised
Dakahlia,صدر المنصورة,ش. الخلفاء الراشدين,050/2242904,TRUE,31.0343458,31.3748579,Specialised
Dakahlia,صدر بهوت,بهوت,050/2784443,TRUE,31.2019456,31.3175496,Specialised
Suez,حميات السويس,ش. المستشفيات - خلف السويس العام,3331212,TRUE,29.9665787,32.5452848,Specialised
Suez,صدر السويس,حى الملاحة - ش. دار البلدية,062/3331196,TRUE,29.9645410999999,32.5459359,Specialised
Sharkia,العزازى للصحة النفسية,كفر العزازى,055/3440536,TRUE,30.5857484,31.7199319,Specialised
Sharkia,حميات الزقازيق,النحال - ش. الحميات,055/2283286,TRUE,30.5735346,31.5084102,Specialised
Sharkia,حميات فاقوس,ش. بور سعيد,055/3979805,TRUE,30.7309415,31.7881024,Specialised
Sharkia,رمد الزقازيق,ش. الجيش (يوسف بك)(طريق هرية الجديد),055/2303745,TRUE,30.5979929,31.5219237,Specialised
Sharkia,صدر الزقازيق,ش. الزراعه,055/2323258,TRUE,30.5723764,31.5095351,Specialised
Gharbia,حميات المحلة,طريق سكة طنطا,040/2421185,TRUE,30.9496215,31.1494403,Specialised
Gharbia,حميات طنطا,ش. البحر,040/3333878,TRUE,30.785167,30.9943429,Specialised
Gharbia,حميات كفر الزيات,طريق مصر الاسكندرية الزراعى,040/2542536,TRUE,30.8130357,30.8203539,Specialised
Gharbia,رمد المحلة,ش. محب,040/2232559,TRUE,30.9785335,31.1685472,Specialised
Gharbia,رمد طنطا,ش. الجيش,040/3353294,TRUE,30.793867,30.9980344,Specialised
Gharbia,صدر المحلة الكبرى,طريق سكة طنطا,040/2420068,TRUE,30.9525298,31.1506344,Specialised
Gharbia,صدر طنطا,ش. البحر,040/3334260,TRUE,30.8015364,30.9943088,Specialised
Gharbia,طنطا للصحة النفسية,ش. عبد الحى مشهور من ش. الجيش بجوار المستشفى الجامعى,040/3334930,TRUE,30.8028823,30.9939222,Specialised
Gharbia,مركز شبرا قاص علاج الادمان,شبرا قاص - امام الوحدة البيطرية,040/5305739,TRUE,NA,NA,Specialised
Fayoum,حميات الفيوم,حى السلخانة,332422,TRUE,29.3084021,30.8428497,Specialised
Fayoum,رمد الفيوم,ش. سعد زغلول - بندر الفيوم,337363,TRUE,29.3122113,30.846378,Specialised
Fayoum,صدر الفيوم,الفيوم - بجوار التامين الصحى,307364,TRUE,29.310379,30.859082,Specialised
Cairo,العباسية للصحة النفسية,طريق صلاح سالم بجوار ارض المعارض,22616255,TRUE,30.0683448,31.2982454,Specialised
Cairo,حلوان للصحة النفسية,بين العزبتين امتداد ش. منصور,25547387,TRUE,29.854856,31.3389757,Specialised
Cairo,حميات العباسية,امتداد ش. رمسيس بجوار المحطة الدولية,23424024,TRUE,30.0642943,31.2933918,Specialised
Cairo,رمد قلاوون,80 ش. المعز لدين الله الفاطمى - الحسين - الجمالية,25901681,TRUE,30.0492781,31.2602586,Specialised
Cairo,صدر العباسية,ش. السكة البيضاء متفرع من الاتوستراد,23425024,TRUE,30.0572989,31.2950299,Specialised
Cairo,مصر الجديدة للصحة النفسية,اخر طريق المطار بجوار فندق موفنبيك خلف محطة بنزين التعاون,24152631,TRUE,30.1218504,31.3953893,Specialised
Kalyoubia,الخانكة,الخانكة,4698437,TRUE,30.222636,31.361997,Specialised
,Health Bureau - 6th Of October,,,,29.9634118,30.9124589,Bureau
,Health Bureau - Abdin,,,,30.0440969,31.2433727,Bureau
,Health Bureau - Abnoub,,,,27.1935621,31.1860467,Bureau
,Health Bureau - Abou El Matamir,,,,30.9138417,30.1715738,Bureau
,Health Bureau - Abou El Nawatir,,,,31.2208479,29.9371728,Bureau
,Health Bureau - Abou El Seoud,,,,30.0145991,31.2367889,Bureau
,Health Bureau - Abou Hammad,,,,30.533528,31.675005,Bureau
,Health Bureau - Abou Hommos,,,,31.0997613,30.3118157,Bureau
,Health Bureau - Abou Kabir,,,,30.7292064,31.6702902,Bureau
,Health Bureau - Abou Qir,,,,31.313152,30.066753,Bureau
,Health Bureau - Abou Redis,,,,28.910042,33.190749,Bureau
,Health Bureau - Abou Sultan,,,,30.0395319,31.2522496,Bureau
,Health Bureau - Abou Sweir 1,,,,30.5636929,32.1144319,Bureau
,Health Bureau - Abou Sweir 2,,,,30.5636929,32.1144319,Bureau
,Health Bureau - Abou Sweir El Balad,,,,,,Bureau
,Health Bureau - Abou Tesht,,,,,,Bureau
,Health Bureau - Abou Tig,,,,27.0522942,31.3132989,Bureau
,Health Bureau - Abou Zenaima,,,,29.058102,33.102558,Bureau
,Health Bureau - Aboud,,,,30.8272034,30.5349336,Bureau
,Health Bureau - Abyar,,,,30.838762,30.867003,Bureau
,Health Bureau - Aga,,,,30.9417446,31.2934496,Bureau
,Health Bureau - Airport,,,,31.196431,29.950468,Bureau
,Health Bureau - Akhmeem,,,,26.5635889,31.748042,Bureau
,Health Bureau - Almaza,,,,30.0826059,31.3523539,Bureau
,Health Bureau - Amprozo,,,,31.1952987,29.921511,Bureau
,Health Bureau - Arab El Maamal,,,,,,Bureau
,Health Bureau - Arab El Tawaila,,,,30.1364362,31.3129559,Bureau
,Health Bureau - Araishyat Misr,,,,30.597076,32.270771,Bureau
,Health Bureau - Arment,,,,25.605832,32.509397,Bureau
,Health Bureau - Ashmoun,,,,30.2966347,30.9745557,Bureau
,Health Bureau - Asiout 1,,,,27.18939,31.1897451,Bureau
,Health Bureau - Asiout 2,,,,29.0760503,31.094774,Bureau
,Health Bureau - Asiout 3,,,,27.199363,31.183147,Bureau
,Health Bureau - Asiout 4,,,,27.1806561,31.1765495,Bureau
,Health Bureau - Asiout 5,,,,27.1806561,31.1765495,Bureau
,Health Bureau - Aswan 1,,,,24.084692,32.9001813,Bureau
,Health Bureau - Aswan 2,,,,24.103244,32.9051203,Bureau
,Health Bureau - Atfih,,,,29.402656,31.246592,Bureau
,Health Bureau - Atmida,,,,30.7670432,31.3463974,Bureau
,Health Bureau - Azhar,,,,30.040279,31.259538,Bureau
,Health Bureau - Bab El Bahr,,,,30.054014,31.255184,Bureau
,Health Bureau - Bab El Shaareya,,,,30.0629332,31.2464422,Bureau
,Health Bureau - Bahteem 2,,,,30.137584,31.272181,Bureau
,Health Bureau - Bahtim 1,,,,30.137584,31.272181,Bureau
,Health Bureau - Bakkous,,,,31.232554,29.974147,Bureau
,Health Bureau - Baltim,,,,31.5551476,31.0919471,Bureau
,Health Bureau - Bandar Banisuef 1,,,,29.0760503,31.094774,Bureau
,Health Bureau - Bandar Banisuef 2,,,,29.0760503,31.094774,Bureau
,Health Bureau - Bandar Banisuef 3,,,,29.0760503,31.094774,Bureau
,Health Bureau - Bandar Banisuef 4,,,,29.0760503,31.094774,Bureau
,Health Bureau - Bandar Damanhour 1,,,,31.049285,30.465034,Bureau
,Health Bureau - Bandar Damanhour 2,,,,31.049285,30.465034,Bureau
,Health Bureau - Bandar Damanhour 3,,,,31.0221152,30.4599005,Bureau
,Health Bureau - Bandar El Fayoum 1,,,,29.3042664,30.831072,Bureau
,Health Bureau - Bandar El Fayoum 2,,,,29.3171993,30.8320463,Bureau
,Health Bureau - Bandar El Fayoum 3,,,,29.3129615,30.8442557,Bureau
,Health Bureau - Bandar El Fayoum 4,,,,29.3042664,30.831072,Bureau
,Health Bureau - Bandar El Fayoum 5,,,,29.309467,30.8576077,Bureau
,Health Bureau - Bandar El Fayoum 6,,,,29.3042664,30.831072,Bureau
,Health Bureau - Banha 1,,,,30.4656288,31.1778199,Bureau
,Health Bureau - Banha 2,,,,30.459004,31.186763,Bureau
,Health Bureau - Banha 3,,,,30.4554276,31.1795291,Bureau
,Health Bureau - Banha 4,,,,30.4656288,31.1778199,Bureau
,Health Bureau - Banha 5,,,,30.4499888,31.1829368,Bureau
,Health Bureau - Bani Ebaid,,,,31.0552071,31.4115535,Bureau
,Health Bureau - Bani Mazar 1,,,,28.495214,30.8062273,Bureau
,Health Bureau - Bani Mazar 2,,,,28.491662,30.803199,Bureau
,Health Bureau - Basion 1,,,,30.9414516,30.808181,Bureau
,Health Bureau - Basion 2,,,,30.9414516,30.808181,Bureau
,Health Bureau - Basion 3,,,,30.9289193,30.8157991,Bureau
,Health Bureau - Batrah,,,,31.166318,31.450495,Bureau
,Health Bureau - Bear El Abd,,,,31.0107688,33.0071139,Bureau
,Health Bureau - Beba,,,,28.9219676,30.984424,Bureau
,Health Bureau - Beilla,,,,31.1761645,31.2272429,Bureau
,Health Bureau - Belbeis,,,,30.1209288,31.2889068,Bureau
,Health Bureau - Belqas,,,,31.2142573,31.3545629,Bureau
,Health Bureau - Boulaq 1,,,,30.057772,31.236061,Bureau
,Health Bureau - Boulaq 2,,,,30.0413,31.1931,Bureau
,Health Bureau - Boulaq El Dakrour 1,,,,30.0413,31.1931,Bureau
,Health Bureau - Boulaq El Dakrour 2,,,,30.0413,31.1931,Bureau
,Health Bureau - Dahab,,,,28.4852988,34.4945598,Bureau
,Health Bureau - Daqadous,,,,30.72437,31.263557,Bureau
,Health Bureau - Dar El Salam,,,,26.277703,32.052995,Bureau
,Health Bureau - Dar El Salam,,,,26.277703,32.052995,Bureau
,Health Bureau - Daraw,,,,24.4078511,32.9228282,Bureau
,Health Bureau - Dayrout 1,,,,27.5546709,30.8180318,Bureau
,Health Bureau - Dayrout 2,,,,27.5502358,30.8077635,Bureau
,Health Bureau - Deir Mawas 1,,,,27.644723,30.858006,Bureau
,Health Bureau - Deir Mawas 2,,,,27.644723,30.858006,Bureau
,Health Bureau - Dekernes,,,,31.0872435,31.6014218,Bureau
,Health Bureau - Derbala,,,,31.250863,29.984304,Bureau
,Health Bureau - Deshna,,,,,,Bureau
,Health Bureau - Desouq 1,,,,31.129182,30.6425053,Bureau
,Health Bureau - Desouq 2,,,,31.1305792,30.648827,Bureau
,Health Bureau - Deyarb Negm,,,,30.754016,31.443063,Bureau
,Health Bureau - Dokki,,,,30.0398,31.2133,Bureau
,Health Bureau - Edfou,,,,24.9797216,32.8788943,Bureau
,Health Bureau - Edkou 1,,,,31.3081543,30.2939469,Bureau
,Health Bureau - Edkou 2,,,,31.3081543,30.2939469,Bureau
,Health Bureau - El Abbasseya,,,,30.0670009,31.2808506,Bureau
,Health Bureau - El Agouza,,,,30.0473948,31.2712203,Bureau
,Health Bureau - El Alamain,,,,30.829077,28.956294,Bureau
,Health Bureau - El Amereya,,,,31.098853,29.771774,Bureau
,Health Bureau - El Arab,,,,31.254078,32.275047,Bureau
,Health Bureau - El Attarin,,,,31.198573,29.906014,Bureau
,Health Bureau - El Azbakeya,,,,30.0629332,31.2464422,Bureau
,Health Bureau - El Badary,,,,26.9915774,31.4155591,Bureau
,Health Bureau - El Bagour,,,,30.5658923,31.0032422,Bureau
,Health Bureau - El Balyana,,,,26.2331352,32.0023584,Bureau
,Health Bureau - El Barrad,,,,30.083695,31.245746,Bureau
,Health Bureau - El Dabaa,,,,31.0306747,28.4459424,Bureau
,Health Bureau - El Dakhla,,,,25.2743132,28.7958117,Bureau
,Health Bureau - El Darb El Ahmar,,,,30.039881,31.253806,Bureau
,Health Bureau - El Delengat 1,,,,30.8289431,30.5280445,Bureau
,Health Bureau - El Delengat 2,,,,30.8289431,30.5280445,Bureau
,Health Bureau - El Demerdash,,,,30.0736177,31.2759472,Bureau
,Health Bureau - El Emamain,,,,30.012781,31.258979,Bureau
,Health Bureau - El Ezzab,,,,30.088776,31.256629,Bureau
,Health Bureau - El Fardous,,,,31.0413252,31.3934527,Bureau
,Health Bureau - El Fashn,,,,,,Bureau
,Health Bureau - El Gamaleya,,,,30.0473948,31.2712203,Bureau
,Health Bureau - El Gamaleya,,,,30.0473948,31.2712203,Bureau
,Health Bureau - El Gezirah,,,,30.066124,31.24156,Bureau
,Health Bureau - El Ghanayem,,,,26.873385,31.325905,Bureau
,Health Bureau - El Gomhoureya,,,,31.179272,29.908578,Bureau
,Health Bureau - El Gomrok,,,,31.209732,29.881358,Bureau
,Health Bureau - El Goura,,,,31.1284932,34.1627812,Bureau
,Health Bureau - El Hadra,,,,31.201291,29.939336,Bureau
,Health Bureau - El Hammam,,,,30.8407423,29.3905467,Bureau
,Health Bureau - El Hamoul,,,,31.298287,31.138984,Bureau
,Health Bureau - El Hassana,,,,30.468229,33.7837422,Bureau
,Health Bureau - El Ibrahimeya,,,,31.2080973,29.9293535,Bureau
,Health Bureau - El Ibrahimeya,,,,31.2080973,29.9293535,Bureau
,Health Bureau - El Khalifa 1,,,,30.027216,31.255688,Bureau
,Health Bureau - El Khalifa 2,,,,30.027216,31.255688,Bureau
,Health Bureau - El Kharga,,,,25.4390388,30.5586043,Bureau
,Health Bureau - El Kuwait District,,,,31.2587199,32.2883409,Bureau
,Health Bureau - El Maasara El Balad,,,,29.9034955,31.2873413,Bureau
,"Health Bureau - El Mahalla El Kobra 1, 4",,,,30.9753485,31.1716649,Bureau
,Health Bureau - El Mahalla El Kobra 2,,,,30.9753485,31.1716649,Bureau
,Health Bureau - El Mahalla El Kobra 3,,,,30.9753485,31.1716649,Bureau
,Health Bureau - El Mahalla El Kobra 5,,,,30.9727379,31.1637282,Bureau
,Health Bureau - El Mahmoudeya 1,,,,,,Bureau
,Health Bureau - El Mahmoudeya 2,,,,31.1826862,30.5275619,Bureau
,Health Bureau - El Manakh,,,,31.268414,32.284794,Bureau
,Health Bureau - El Mandara,,,,31.2759275,30.0114566,Bureau
,Health Bureau - El Mansheya,,,,31.198472,29.891503,Bureau
,Health Bureau - El Mansoura 1,,,,31.044646,31.396273,Bureau
,Health Bureau - El Mansoura 2,,,,31.0470881,31.3765883,Bureau
,Health Bureau - El Mansoura 3,,,,30.052995,31.334808,Bureau
,Health Bureau - El Mansoura 4,,,,31.0470881,31.3765883,Bureau
,Health Bureau - El Manzalah,,,,,,Bureau
,Health Bureau - El Maragha,,,,26.6963055,31.6023606,Bureau
,Health Bureau - El Marg,,,,30.1485785,31.3420093,Bureau
,Health Bureau - El Matareya,,,,30.1253678,31.3181286,Bureau
,Health Bureau - El Matareya 1,,,,30.1253678,31.3181286,Bureau
,Health Bureau - El Matareya 2,,,,30.1254675,31.3219745,Bureau
,Health Bureau - El Menia 1,,,,28.0943761,30.7528567,Bureau
,Health Bureau - El Menia 2,,,,28.0943761,30.7528567,Bureau
,Health Bureau - El Menia 3,,,,28.0943761,30.7528567,Bureau
,Health Bureau - El Menshah,,,,26.4799918,31.797376,Bureau
,Health Bureau - El Moatamadeya,,,,30.0300892,31.1755583,Bureau
,Health Bureau - El Monib,,,,30.006631,31.206588,Bureau
,Health Bureau - El Monira,,,,30.076758,31.208258,Bureau
,Health Bureau - El Moqataah,,,,30.8950577,31.557852,Bureau
,Health Bureau - El Mothallath,,,,29.9858378,32.529037,Bureau
,Health Bureau - El Mousky,,,,30.0463,31.2541,Bureau
,Health Bureau - El Nawar,,,,30.1397099,31.3083208,Bureau
,Health Bureau - El Negila,,,,31.4049151,26.5891909,Bureau
,Health Bureau - El Nozha,,,,30.121817,31.372087,Bureau
,Health Bureau - El Nozha El Gadida,,,,30.121817,31.372087,Bureau
,Health Bureau - El Qabbary,,,,31.168293,29.875066,Bureau
,Health Bureau - El Qanater El Khaireya,,,,30.1762897,31.2067851,Bureau
,Health Bureau - El Qassasin,,,,,,Bureau
,Health Bureau - El Qobba 1,,,,30.0838487,31.2847427,Bureau
,Health Bureau - El Qobba 2,,,,30.0838487,31.2847427,Bureau
,Health Bureau - El Qoreen,,,,30.613788,31.7370236,Bureau
,Health Bureau - El Quseir,,,,26.115967,34.272609,Bureau
,Health Bureau - El Rahmaneya,,,,31.1032384,30.6376451,Bureau
,Health Bureau - El Riad,,,,31.2401028,30.9418723,Bureau
,Health Bureau - El Roghama,,,,31.255145,30.967006,Bureau
,Health Bureau - El Sabaa Banat,,,,30.587832,32.261909,Bureau
,Health Bureau - El Sadat,,,,29.984869,32.5395298,Bureau
,Health Bureau - El Saedeya,,,,30.3754768,32.2900703,Bureau
,Health Bureau - El Safa,,,,29.3682255,32.174605,Bureau
,Health Bureau - El Salam 1,,,,30.1581027,31.4132339,Bureau
,Health Bureau - El Salam 2,,,,29.9932522,31.2119442,Bureau
,Health Bureau - El Salam District,,,,30.5978164,32.268461,Bureau
,Health Bureau - El Salloum,,,,31.5611584,25.1590884,Bureau
,Health Bureau - El Santa 1,,,,30.7279591,31.1214405,Bureau
,Health Bureau - El Santa 2,,,,30.7279591,31.1214405,Bureau
,Health Bureau - El Sayda Zeinab 2,,,,30.0318525,31.2473902,Bureau
,Health Bureau - El Sayeda Zeinab 1,,,,30.0318525,31.2473902,Bureau
,Health Bureau - El Sayeda Zeinab 3,,,,30.034394,31.237909,Bureau
,Health Bureau - El Senbelawain,,,,30.8805955,31.4602062,Bureau
,Health Bureau - El Seyouf,,,,31.230527,29.972501,Bureau
,Health Bureau - El Sharabeya,,,,30.072097,31.261795,Bureau
,Health Bureau - El Sheikh Zayed,,,,30.6063825,32.2924662,Bureau
,Health Bureau - El Sheikh Zowaid,,,,31.2117921,34.1104138,Bureau
,Health Bureau - El Sherouk City,,,,,,Bureau
,Health Bureau - El Tahrir,,,,30.5916318,32.2692454,Bureau
,Health Bureau - El Tal El Kabir,,,,30.5608382,31.7834634,Bureau
,Health Bureau - El Tebeen 1,,,,29.7816181,31.3026883,Bureau
,Health Bureau - El Waily El Kabir,,,,30.0629332,31.2464422,Bureau
,Health Bureau - El Waqf,,,,26.092462,32.4254051,Bureau
,Health Bureau - El Wardeyan,,,,31.1644252,29.8688475,Bureau
,Health Bureau - El Wasta,,,,29.343125,31.204121,Bureau
,Health Bureau - El Zagazig 2,,,,30.592752,31.5084914,Bureau
,Health Bureau - El Zagazig 3,,,,30.5760494,31.4863169,Bureau
,Health Bureau - El Zaher,,,,30.0669167,31.2622002,Bureau
,Health Bureau - El Zahraa,,,,30.1365912,31.3503456,Bureau
,Health Bureau - El Zaitoun 2,,,,30.106957,31.308684,Bureau
,Health Bureau - El Zaitoun1,,,,30.106957,31.308684,Bureau
,Health Bureau - El Zarqa,,,,31.2050155,31.6351801,Bureau
,Health Bureau - El Zawya 2,,,,30.1016,31.2775,Bureau
,Health Bureau - El Zawya 3,,,,30.1016,31.2775,Bureau
,Health Bureau - El Zawya El Qadima,,,,30.092667,31.271599,Bureau
,Health Bureau - Esna,,,,25.6934787,32.6500248,Bureau
,Health Bureau - Etay El Baroud,,,,30.8852615,30.6653041,Bureau
,Health Bureau - Etsa,,,,29.2378946,30.7913458,Bureau
,Health Bureau - Fanara,,,,30.2764878,32.3478109,Bureau
,Health Bureau - Faqous,,,,30.5401907,31.6967942,Bureau
,Health Bureau - Farshout,,,,26.0338322,32.1632516,Bureau
,Health Bureau - Fawah,,,,,,Bureau
,Health Bureau - Fleming,,,,31.2414263,29.969073,Bureau
,Health Bureau - Gehaina,,,,26.6690517,31.5020889,Bureau
,Health Bureau - Gerga,,,,31.2112772,29.9268459,Bureau
,Health Bureau - Ghait El Enab,,,,31.179272,29.908578,Bureau
,Health Bureau - Ghorbal,,,,31.186664,29.904361,Bureau
,Health Bureau - Giza 1,,,,30.016541,31.215189,Bureau
,Health Bureau - Giza 2,,,,30.0961895,31.2457998,Bureau
,Health Bureau - Giza 4,,,,30.010367,31.211819,Bureau
,Health Bureau - Godayla,,,,31.0456693,31.3694089,Bureau
,Health Bureau - Hadaeq Shoubra,,,,30.0629332,31.2464422,Bureau
,Health Bureau - Hagar El Nawateya,,,,31.2200134,29.9898219,Bureau
,Health Bureau - Haram,,,,29.993357,31.160473,Bureau
,Health Bureau - Heliopolis,,,,30.095,31.3258,Bureau
,Health Bureau - Helwan 1,,,,29.8456316,31.3329545,Bureau
,Health Bureau - Helwan 2,,,,29.840575,31.319304,Bureau
,Health Bureau - Housh Eissa 1,,,,30.9098468,30.2952021,Bureau
,Health Bureau - Housh Eissa 2,,,,30.9098468,30.2952021,Bureau
,Health Bureau - Hurghada,,,,27.261116,33.818778,Bureau
,Health Bureau - Ibshway,,,,29.3565049,30.6795359,Bureau
,Health Bureau - Ihnasya,,,,29.0907493,30.9405936,Bureau
,Health Bureau - Imbaba 1,,,,30.068948,31.2120471,Bureau
,Health Bureau - Imbaba 2,,,,30.0889622,31.2102759,Bureau
,Health Bureau - Kafr El Dawar 1,,,,31.1286098,30.6427628,Bureau
,Health Bureau - Kafr El Dawar 2,,,,31.1335305,30.1291519,Bureau
,Health Bureau - Kafr El Dawar 3,,,,31.1335305,30.1291519,Bureau
,Health Bureau - Kafr El Pasha,,,,30.1530617,31.3772026,Bureau
,Health Bureau - Kafr El Sheikh 1,,,,31.112112,30.938014,Bureau
,Health Bureau - Kafr El Sheikh 2,,,,31.112112,30.938014,Bureau
,Health Bureau - Kafr El Zayyat 1,,,,30.826579,30.818141,Bureau
,Health Bureau - Kafr El Zayyat 2,,,,30.826579,30.818141,Bureau
,Health Bureau - Kafr Saad,,,,31.355766,31.687171,Bureau
,Health Bureau - Kafr Saqr,,,,30.7948201,31.6289306,Bureau
,Health Bureau - Karmouz,,,,31.179272,29.908578,Bureau
,Health Bureau - Kasfareet,,,,30.2585251,32.3972064,Bureau
,Health Bureau - Koum El Nour,,,,30.7292479,31.2994266,Bureau
,Health Bureau - Koum Hamada,,,,30.5708404,30.7117074,Bureau
,Health Bureau - Koum Ombo,,,,24.482614,32.947953,Bureau
,Health Bureau - Luxor 1,,,,30.131102,31.3497637,Bureau
,Health Bureau - Luxor 2,,,,25.6353921,32.5935544,Bureau
,Health Bureau - Maadi,,,,29.9675207,31.2584768,Bureau
,Health Bureau - Madinet El Nour,,,,30.000733,31.158054,Bureau
,Health Bureau - Madinet El Omal,,,,30.080258,31.218252,Bureau
,Health Bureau - Maghagha 1,,,,28.647288,30.842649,Bureau
,Health Bureau - Maghagha 2,,,,28.655357,30.831969,Bureau
,Health Bureau - Maghagha 3,,,,30.052995,31.334808,Bureau
,Health Bureau - Mallawy 1,,,,27.7771105,30.7987217,Bureau
,Health Bureau - Mallawy 2,,,,27.729531,30.831739,Bureau
,Health Bureau - Mallawy 3,,,,27.7788099,30.7809676,Bureau
,Health Bureau - Mallawy 4,,,,27.729531,30.831739,Bureau
,Health Bureau - Manial,,,,30.0221581,31.2271554,Bureau
,Health Bureau - Markaz Banisuef,,,,29.071028,31.102789,Bureau
,Health Bureau - Markaz Damanhour,,,,31.049285,30.465034,Bureau
,Health Bureau - Marsa Alam,,,,25.0652667,33.8997595,Bureau
,Health Bureau - Marsa Matrouh 1,,,,31.3262657,27.2680718,Bureau
,Health Bureau - Marsa Matrouh 2,,,,31.3262657,27.2680718,Bureau
,Health Bureau - Mashtoul El Souk,,,,30.3591656,31.3818991,Bureau
,Health Bureau - Matay 1,,,,28.4217781,30.7902843,Bureau
,Health Bureau - Matay 2,,,,28.4217781,30.7902843,Bureau
,Health Bureau - Meet Ghamr,,,,30.715914,31.255443,Bureau
,Health Bureau - Meet Salsil,,,,31.1672733,31.8012018,Bureau
,Health Bureau - Menia El Qamh,,,,30.5188275,31.3460524,Bureau
,Health Bureau - Meniet El Nasr,,,,31.125451,31.644908,Bureau
,Health Bureau - Meniet El Sirg,,,,30.0865389,31.253721,Bureau
,Health Bureau - Metoubas,,,,31.3959153,30.5509358,Bureau
,Health Bureau - Mina El Basal,,,,31.1644252,29.8688475,Bureau
,Health Bureau - Misr El Qadima 1,,,,30.018888,31.230541,Bureau
,Health Bureau - Misr El Qadima 2,,,,30.0187561,31.2311355,Bureau
,Health Bureau - Moharram Bey,,,,31.197697,29.916383,Bureau
,Health Bureau - Monouf,,,,30.4646318,30.9276992,Bureau
